video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=sDS1sFg6lNw&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@NDTV,NDTV,"Climate Change and Global Warming, EXPLAINED | The Climate Explainers",77K,7 months,"In this episode of The Climate Explainers, Anubha Bhonsle explains the difference between climate change & global warming, ...",2024-01-29 19:47:31.234953
/watch?v=eAh9awb5968&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@ABCNews,ABC News,A collaboration of scientists is sounding the alarm on climate change,90K,4 months,The World Weather Attribution just released a report saying human-caused climate change played a big role in the catastrophic ...,2024-01-29 19:47:31.240407
/watch?v=QlQ-MEZgRGY&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@environmentcan,Environment and Climate Change Canada,What is Climate Change?,322K,2 years,Everyone's talking about climate change but what is our climate? And why is it changing? Our climate has been changing much ...,2024-01-29 19:47:31.244326
/watch?v=w-rEQLJEyTs&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@SimonClark,Simon Clark,2023: A Year In Climate Change,59K,1 month,REFERENCES www.simonoxfphys.com/blog/2023/12/22/references-for-my-2023-review-of-climate-change-news ---------- II ...,2024-01-29 19:47:31.247312
/watch?v=tMwFNMfjFuU&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@crashcourse,CrashCourse,What is Climate Change? Crash Course Geography #14,284K,2 years,Today we're going to talk about climate change which is when there is a change in the average weather patterns in a region over ...,2024-01-29 19:47:31.251302
/shorts/w_jWUZP6ssc,/@dylanjardon,Dylan Jardon,How to Solve Global Warming (EASY),1.1M,6 months,Here's the easy way to solve global warming... Follow: ♪ https://www.tiktok.com/@smartnonsense ...,2024-01-29 19:47:39.393531
/watch?v=8DiWzvE52ZY&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/channel/UC34wpCgr3l9cG0RtFdTTS-Q,Gojira,Gojira - Global Warming [Live at the Silver Cord Studio May 2018],8.4M,5 years,"A few weeks ago, we played Global Warming together for the first time since the recording of From Mars To Sirius (2004).",2024-01-29 19:47:39.395023
/watch?v=MBKZWKeKYqE&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@pbsterra,PBS Terra,What Will Earth Look Like When These 6 Tipping Points Hit?,1.4M,1 year,... points that scientists have grown increasingly worried we are getting close to crossing due to global warming. In this episode of ...,2024-01-29 19:47:39.396392
/watch?v=Wq15eF5vCbI&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@SkyNews,Sky News,Track the impact of global warming on the world,1.6M,1 year,This data livestream shows in real time what is causing our environment to change. From the amount of carbon dioxide in our ...,2024-01-29 19:47:39.397713
/watch?v=oqu5DjzOBF8&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@SabineHossenfelder,Sabine Hossenfelder,I Misunderstood the Greenhouse Effect. Here's How It Works.,780K,11 months,Correction to what I say at 7 mins 13: The major reason air pressure decreases is that the gravitational pressure from the air above ...,2024-01-29 19:47:39.399103
/watch?v=ah26x7nWmG8&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@SkyNews,Sky News,Global warming to hit 1.5C heat threshold by 2027,25K,8 months,"The global temperature is set to exceed 1.5C above pre-industrial levels for the first time in the next five years, the World ...",2024-01-29 19:47:39.400453
/watch?v=qySBQjSXbfw&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@DWDocumentary,DW Documentary,Wind and climate change | DW Documentary,1.7M,1 year,"Shifting wind patterns are making extreme weather events more likely. This is because the wind, which distributes areas of high ...",2024-01-29 19:47:39.401759
/watch?v=cn9PhiDJp-A&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@Hopscotchsongs,Hopscotch,Climate Change Song,4.8M,2 years,"Song by Matt & Joanna Pace, in partnership with Octopus Electric Vehicles Video animated by Dakota Sheperd and Jason McNeil ...",2024-01-29 19:47:39.402969
/watch?v=E6bVBH9y5O8&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@besmart,Be Smart,The Biggest Myth About Climate Change,813K,1 year,You've seen it in the comment section before: “Climate change is natural. It's happened before and it will keep happening”.,2024-01-29 19:47:39.404901
/watch?v=jBQS00kgG8g&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@rausias1953,Rau's IAS Study Circle (Since 1953),Global Warming & Climate Change | Explained | Gaurav Tripathi | Rau's IAS,3.4K,2 weeks,"From greenhouse gases to melting glaciers, this video unpacks everything you need to know about global warming and climate ...",2024-01-29 19:47:39.406260
/watch?v=dpvd9FensT8&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@astrumspace,Astrum,This Will Be My Most Disliked Video On YouTube | Climate Change,2.9M,4 months,Become a Patron today and support my channel! Donate link above. I can't do it without you. Thanks to those who have supported ...,2024-01-29 19:47:39.407802
/watch?v=PqxMzKLYrZ4&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@AumSum,It's AumSum Time,Global Warming | #aumsum #kids #science #education #children,7.4M,8 years,Global Warming. The thicker layer of greenhouse gases traps more heat. This result in an increase in average temperature of the ...,2024-01-29 19:47:39.409302
/watch?v=SN5-DnOHQmE&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@NASASpacePlace,NASA Space Place,What Is the Greenhouse Effect?,2M,3 years,Earth is a comfortable place for living things. It's just the right temperatures for plants and animals – including humans – to thrive.,2024-01-29 19:47:39.410570
/watch?v=zs04g3MEicc&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@CBSMornings,CBS Mornings,"New U.S. climate report gives dire warnings about warming temperatures, rising sea levels",64K,2 months,A new climate report warns of more frequent and costly impacts of climate change in the U.S. Rises in temperature and sea level ...,2024-01-29 19:47:39.411998
/watch?v=7hu6vDP2a4Q&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@Freesciencelessons,Freesciencelessons,"GCSE Biology Revision ""Global Warming""",149K,5 years,"In this video, we look at what is meant by global warming and the effects of global warming on animals and plants. We also ...",2024-01-29 19:47:39.414451
/watch?v=qoNRZKgLDhg&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@bbclearningenglish,BBC Learning English,Climate change: Are there too many people? - 6 Minute English,507K,1 year,What do you think is the biggest cause of climate change? Improve your English vocabulary and listening as we discuss the ...,2024-01-29 19:47:39.415915
/watch?v=n9Ej5E47TNI&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@CNRS,CNRS,Europe’s climate in 2050,991K,2 years,"2021 https://doi.org/10.1029/2019JD032344 (paid access) - ""Understanding climate change from a global analysis of city ...",2024-01-29 19:47:39.417454
/watch?v=SBjtO-0tbKU&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@TEDx,TEDx Talks,The reality of climate change | David Puttnam | TEDxDublin,671K,9 years,"This talk was given at a local TEDx event, produced independently of the TED Conferences. David Puttnam looks at Climate ...",2024-01-29 19:47:39.419409
/watch?v=DkZ7BJQupVA&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@Vox,Vox,Why humans are so bad at thinking about climate change,2.4M,6 years,"The biggest problem for the climate change fight isn't technology – it's human psychology. This is the first episode of Climate Lab, ...",2024-01-29 19:47:39.421416
/watch?v=OWXoRSIxyIU&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@veritasium,Veritasium,13 Misconceptions About Global Warming,5.8M,9 years,"CO2 emitted by volcanoes vs by humans: Gerlach, 2011 www.agu.org/pubs/pdf/2011eo240001.pdf Gerlach Mauna Loa CO2 ...",2024-01-29 19:47:47.913018
/watch?v=wCIeAqusDuk&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@science-channel,Science,2 Degrees Till The End | Global Warming Documentary,626K,2 years,Global warming is sure to cause many cataclysms. Poisonous methane is overcoming the atmosphere. The new Flood is coming.,2024-01-29 19:47:47.914490
/watch?v=kHGt9l6U5fM&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@pbsterra,PBS Terra,Why Is The U.S. Warming Faster Than Average?,330K,9 months,... Climate site: https://to.pbs.org/3AaS3zy We've all heard that we should keep global climate change under 2 degrees of warming ...,2024-01-29 19:47:47.915812
/watch?v=EtW2rrLHs08&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@NatGeo,National Geographic,Climate Change 101 with Bill Nye | National Geographic,2.8M,8 years,About National Geographic's 101 Series: Explore and experience the forces that shape the world around us. Get More National ...,2024-01-29 19:47:47.917712
/watch?v=S0oGaoqSAl0&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@DWDocumentary,DW Documentary,Floating cities as an innovative response to climate change | DW Documentary,913K,7 months,Sea levels are rising due to climate change. Many coastal cities are at growing risk of flooding. Architects are trying to react to this ...,2024-01-29 19:47:47.919089
/watch?v=haBG2IIbwbA&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@nasaclimatechange,NASA Climate Change,Global Warming from 1880 to 2021,170K,2 years,"Earth's global average surface temperature in 2021 tied with 2018 as the sixth warmest year on record, according to an analysis ...",2024-01-29 19:47:47.920353
/watch?v=Yurzj5gSg98&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/channel/UCZ2nKwA5u9zhtF9LfCjXJ9g,Sasha Alex Sloan,Sasha Alex Sloan - Global Warming (Lyric Video),157K,1 year,#sashaalexsloan #GlobalWarming #iblametheworld.,2024-01-29 19:47:47.921730
/watch?v=Y3gqoDUtmt4&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@Peekaboo_Kidz,Peekaboo Kidz,Global Warming - The End Game | The Dr. Binocs Show | Best Learning Videos For Kids | Peekaboo Kidz,3.6M,4 years,What Is Global Warming? | The Dr. Binocs Show | Best Learning Videos For Kids | Peekaboo Kidz Hi KIDZ! Welcome to a BRAND ...,2024-01-29 19:47:47.923792
/watch?v=rj_ePUOWduI&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@twosetviolin,TwoSetViolin,Vivaldi Winter but There's Global Warming,353K,1 year,Practice Apparel!: https://www.twosetapparel.com Follow TwoSet Apparel: https://www.instagram.com/twosetapparel/ Submit your ...,2024-01-29 19:47:47.925110
/watch?v=dcBXmj1nMTQ&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@aljazeeraenglish,Al Jazeera English,What is Climate Change? | Start Here,1.4M,4 years,"The hard facts about global warming - a defining issue of our time. Climate change is happening now, and even world leaders ...",2024-01-29 19:47:47.927840
/watch?v=l_Oe6YK0DgE&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@pbsterra,PBS Terra,What is the RISKIEST Region in the US as the Climate Changes?,2.7M,1 year,"Climate Change is increasing the frequency and severity of natural disasters all around the world. And in the United States, more ...",2024-01-29 19:47:47.929184
/watch?v=GGtAilkWTtI&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@SimonClark,Simon Clark,Global Warming: An Inconvenient History,949K,1 year,"The climate crisis is caused by a build up of carbon dioxide in the Earth's atmosphere, which traps energy and raises the planet's ...",2024-01-29 19:47:47.931076
/watch?v=_LwH6O4jaXY&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@byjusclasses,BYJU'S,What Is Global Warming? | Class 7 - Geography | Learn With BYJU'S,476K,2 years,Climate change and global warming are taking a toll on Earth and its inhabitants. We know that humans are responsible for this.,2024-01-29 19:47:47.932451
/shorts/PAgk2qgGZ8E,/@OfficialRoryScovel,Official Rory Scovel,Global Warming,13K,10 months,Clip from Rory Scovel Tries Stand-Up for the First Time (2017) #standup #standupcomedy #comedy.,2024-01-29 19:47:47.933988
/watch?v=WkvPdUtYhX8&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@LearnBright,Learn Bright,Climate Change for Kids | A fun engaging introduction to climate change for kids,433K,2 years,Hey Teachers and Parents! In this video we explore climate change for kids. We learn all about the causes of climate change like ...,2024-01-29 19:47:47.935770
/shorts/IZPt4WHwHCI,/@Amritadrawingbook,Amrita Drawing Book ,Global Warming Drawing Easy #amritadrawingbook #shorts #globalwarming,16K,7 months,Global Warming Drawing Easy #amritadrawingbook #shorts #globalwarming #drawing #howtodraw #easydrawing #poster ...,2024-01-29 19:47:47.937188
/watch?v=yiw6_JakZFc&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@kurzgesagt,Kurzgesagt – In a Nutshell,Can YOU Fix Climate Change?,13M,2 years,"Never before in human history have we been richer, more advanced or powerful. And yet we feel overwhelmed in the face of rapid ...",2024-01-29 19:47:47.939489
/watch?v=hvGQMZFP9IA&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@SimonClark,Simon Clark,Global Warming: The Decade We Lost Earth,296K,10 months,"This is a follow-up video to Global Warming: An Inconvenient History, going into much more detail of events from 1979 to 1989.",2024-01-29 19:47:47.940974
/shorts/_64oqGdoTXQ,/@IanBoggs,Ian Boggs,How To Cure to Global Warming,6.4M,1 year,Hey Ian Nation! What do you think is gonna happen next? Subscribe for more! #Shorts​ Subscribe and you'll get a virtual hug ...,2024-01-29 19:47:56.881071
/watch?v=1kICRre1cmc&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@ClimateAdam,ClimateAdam,Climate Scientist reacts to Jordan Peterson,165K,11 months,"But what's the truth behind natural climate change, and why is Peterson's representation of global warming so misleading?",2024-01-29 19:47:56.884717
/watch?v=vpt0iNE0EK4&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@BestDoc,Best Documentary,Climate Change: What Will Our Lives Look Like in 2050?,525K,9 months,"Climate disasters, health crisis or even food shortages, the future looks bleak for the planet. Find out what our future could look ...",2024-01-29 19:47:56.887946
/watch?v=IjzfWPyjdX0&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@byjusclasses,BYJU'S,Global Warming And Greenhouse Effect,212K,5 years,This video covers the concepts of the greenhouse effect and global warming along with their effects and causes. A basic ...,2024-01-29 19:47:56.891293
/shorts/aSnzM3NNWXA,/@pbsterra,PBS Terra,The Link Between Lightning and Global Warming,30K,9 months,A lot of things with our weather are changing as our climate changes. And one of these things is lightning. This episode covers ...,2024-01-29 19:47:56.894353
/shorts/5V7JdQvRIEs,/@Sambucha,Sambucha,I found out which countries cause the most GLOBAL WARMING 😳🌎,5.4M,2 years,Subscribe and you'll have good luck forever :) Check out my other socials! Instagram ...,2024-01-29 19:47:56.897469
/watch?v=N3V29nBkhLE&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@DemocracyNow,Democracy Now!,"U.N. Warns: ""The Era of Global Boiling Has Arrived""",483K,6 months,"July is on pace to be the hottest month ever recorded, and the impact of the soaring temperatures is being felt across the globe in ...",2024-01-29 19:47:56.900607
/shorts/NKpsEbf4GRg,/@besmart,Be Smart,This famous climate graph is hiding a secret 🤔,2.1M,6 months,"Another YouTube #shorts from your favorite science dad, Dr. Joe! Join us on Patreon! https://patreon.com/itsokaytobesmart Twitter ...",2024-01-29 19:47:56.903685
/watch?v=ICuCtXZc4w8&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@littleschooltv,Little School,What is Global Warming | Science for Kids,7.9K,9 months,"globalwarming Hey kids! In today's video, we will be learning about global warming. Did you know that global warming can cause ...",2024-01-29 19:47:56.906699
/watch?v=KnDb_bznZvE&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@ClimateEmergencyForum,Climate Emergency Forum,Global Warming in the Pipeline and Earth's Energy Imbalance,13K,1 month,"Join the Climate Emergency Forum along with special guests Dr. James Hansen and Dan Galpern, as the Global Warming in the ...",2024-01-29 19:47:56.909587
/watch?v=EuwMB1Dal-4&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@ClickView,ClickView,What is Climate Change? Explore the Causes of Climate Change,400K,2 years,This video defines climate change and explains the greenhouse effect and the role of greenhouse gases in our atmosphere.,2024-01-29 19:47:56.913276
/watch?v=4Uy9b87cYRs&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@fuseschool,FuseSchool - Global Education,How Does Global Warming Effect The Environment | Environmental Chemistry | Chemistry | FuseSchool,94K,3 years,How Does Global Warming Effect The Environment? Learn the basics about the effect of global warming on the environment.,2024-01-29 19:47:56.917948
/watch?v=LnFFmdvOaEU&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@BBCNews,BBC News,Climate change: Broken records leave Earth in 'uncharted territory' - BBC News,186K,6 months,"A series of climate records on temperature, ocean heat, and Antarctic sea ice have alarmed some scientists who have said their ...",2024-01-29 19:47:56.922088
/watch?v=VXYhK7uAUN8&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@PBSNewsHour,PBS NewsHour,"Record-breaking global temperature, raging wildfires highlight effects of climate change",36K,6 months,It has been a week of record-breaking heat around the world. The average global temperature on Wednesday hit 62.9 degrees ...,2024-01-29 19:47:56.925436
/shorts/MtZ-c8rl3Gk,/@winnerscience,winnerscience,Method to Reduce Global Warming,7K,1 year,how to contribute in reducing the global warming. First method is start using earthen pot for drinking water. #globalwarming ...,2024-01-29 19:47:56.928621
/watch?v=1WCOjiKI8vU&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@Listenablerecs,LISTENABLE RECORDS,Gojira - Global warming,277K,4 years,Subscribe to Listenable Records channel : http://bit.ly/ListenableYT Follow Listenable Records : Facebook ...,2024-01-29 19:47:56.931443
/watch?v=VMAswumemF0&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@msnbc,MSNBC,"Extreme heat, rain, and drought across the country is climate change “in all of its forms.”",19K,5 months,"Extreme weather continues to impact millions of Americans, from flooding in the aftermath of Tropical Storm Hilary, to wildfires in ...",2024-01-29 19:47:56.934442
/watch?v=vqBrL8BokSk&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@pbsterra,PBS Terra,Too HOT and HUMID to Live: Extreme Wet Bulb Events Are on the Rise,1.1M,8 months,"Take the 2023 PBS Survey: https://to.pbs.org/pbssurvey2023j As climate change continues warming the planet, a new and ...",2024-01-29 19:47:56.937428
/watch?v=cjuGCJJUGsg&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@LastWeekTonight,LastWeekTonight,Climate Change Debate: Last Week Tonight with John Oliver (HBO),8.9M,9 years,"John Oliver hosts a mathematically representative climate change debate, with the help of special guest Bill Nye the Science Guy, ...",2024-01-29 19:47:56.940619
/watch?v=vFDnknU0h0s&pp=ygUOZ2xvYmFsIHdhcm1pbmc%3D,/@pbsterra,PBS Terra,"Have We Made ANY Progress on Climate Change? Here's The Data, You Decide",290K,1 year,RCP 8.5 has often been referred to as “business as usual.” It describes a world without action on climate policy and continued ...,2024-01-29 19:47:56.943509
/watch?v=aTrWtFR_FrQ&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@District10TV,District10TV,Top 10 Major Global Environmental Issues In The World - List Of Global Environmental Problems [2021],224K,2 years,Top 10 Major Global Environmental Issues In The World - List Of Global Environmental Problems [2021] Subscribe Here ...,2024-01-29 19:48:12.614460
/watch?v=FMJhKQjO5uk&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@BusinessUpside,Business Upside,Top 5 Environmental Problems in the Current World,107K,3 years,Top 5 Environmental Problems in the Current World Environmental problems are rising but what is environmental problem non ...,2024-01-29 19:48:12.618559
/watch?v=nPCOlCwZcHg&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@BusinessUpside,Business Upside,Top 10 Major Global Environmental Issues In The World,14K,1 year,"Now, in this jungle of bricks and irons, the quest for blue-green is all the more extensive. Overpopulation, global warming, and all ...",2024-01-29 19:48:12.622404
/watch?v=Fl2I1Vi-y9U&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@DWDocumentary,DW Documentary,Russia's environmental issues | DW Documentary,237K,2 years,"When the air stinks, drinking water is brown, and snow is black — something isn't right. People from three different regions of ...",2024-01-29 19:48:12.631288
/watch?v=0VHPkv8ZQQI&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@TEDx,TEDx Talks,Beyond the Science: Environmental Problems…Cultural Solutions | Paul K. Doss | TEDxEvansville,78K,6 years,Science is the endeavor that allows us to describe our natural world and how it works. Science gives us the power and knowledge ...,2024-01-29 19:48:12.634552
/watch?v=oQCUR6J8Fvk&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@WION,WION,Five biggest environmental issues in India in 2023 | WION Climate Tracker,26K,8 months,"From air pollution to waste management, here are some of the most pressing environmental issues in India this year. #airpollution ...",2024-01-29 19:48:12.642797
/watch?v=ig3IyiKzxFI&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@bbclearningenglish,BBC Learning English,How can I get help with an environmental problem? - BBC Learning English,40K,2 years,"Humans have been polluting the world for a long time. So, how can you take action about something like climate change?",2024-01-29 19:48:12.646143
/watch?v=QQYgCxu988s&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@RomainPennesComposer,Romain Pennes,One Earth - Environmental Short Film,1.9M,3 years,"This sadly leads to the many environmental issues we face today in 2021, including global pollution, climate change, and the ...",2024-01-29 19:48:12.655218
/watch?v=kt89z5n5Ls4&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@CBSMornings,CBS Mornings,Environmental challenges plaguing Earth,39K,3 years,"From Antarctica to the U.K., CBSN's “Saturday Stories” takes you on a journey around the world to highlight some of the urgent ...",2024-01-29 19:48:12.659842
/watch?v=S2Zzg7APjOI&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@UnacademyNEET,Unacademy NEET,Environmental Issues in One Shot | Fast Track Series for NEET 2023 | Seep Pahuja,231K,Streamed 11 months,Environmental Issues for NEET 2023 will be discussed in this session by Educator Seep Pahuja. if you're looking for an easy way ...,2024-01-29 19:48:12.665171
/watch?v=JXxnEhD-25Q&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@bbclearningenglish,BBC Learning English,BOX SET: 6 Minute English - 'Environmental English' mega-class! One hour of new vocabulary!,1.5M,3 years,Improve your English vocabulary and speaking with this 'environmental' 6 Minute English compilation from BBC Learning English!,2024-01-29 19:48:12.671692
/watch?v=Dru4tp-AmkE&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@PaulPlaza,Paul Plaza,ENVIRONMENTAL PROBLEMS IN THE PHILIPPINES,220K,4 years,WATCH IN HD! for better Quality. Like and Share to generate more environmental awareness and create a concern about our ...,2024-01-29 19:48:12.679998
/watch?v=Oa7ntoCf8yU&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@EnglishChitChat,English Chit Chat,The Environment . Learn English,726K,6 years,This video describes environmental problems and possible solutions. The causes and effects of global are described with an easy ...,2024-01-29 19:48:12.691966
/watch?v=5eTCZ9L834s&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@crashcourse,CrashCourse,5 Human Impacts on the Environment: Crash Course Ecology #10,2.3M,11 years,Hank gives the rundown on the top five ways humans are negatively impacting the environment and having detrimental effects on ...,2024-01-29 19:48:12.695876
/watch?v=fuDYMQSzVSU&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@earth-beat,earthbeat,Environmental Problems and Solutions,24K,1 year,"Hi, welcome back to our channel! Today, we will discuss the Major Global Environmental Issues. Our environment is constantly ...",2024-01-29 19:48:12.707250
/watch?v=4GiZJiowSRw&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@shikshahouse,Best for NEET,CBSE Class 12 Biology || Environmental Issues || Full Chapter || By Shiksha House,227K,6 years,"Get Play lists in your Mobile https://forms.gle/5giXfKAthyGQdge26 CBSE Class 12 Biology, Environmental Issues, Full Chapter, By ...",2024-01-29 19:48:12.710731
/watch?v=BIw7PHHti3w&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@EtoosEducation,Etoos Education,"ENVIRONMENTAL ISSUES in 1 shot - All Concepts, Tricks & PYQ's Covered | NEET | ETOOS India",49K,9 months,"If you are a NEET aspirant, this One-shot Crash course on ENVIRONMENTAL ISSUES is a must-watch. This video will cover ...",2024-01-29 19:48:12.713281
/watch?v=8F1yFn1tlYQ&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@PW-NEETWallah,Competition Wallah,ENVIROMENTAL ISSUES in 80 minutes || Complete Chapter for NEET,104K,11 months,00:00 Introduction to the session 03:20 Pollution 05:12 Air pollution 12:04 Noise pollution 16:05 Water pollution 36:11 ...,2024-01-29 19:48:12.722090
/watch?v=LekMbfBUL1w&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@UANeetToppers,Unacademy NEET Toppers,Environmental Issues - One Shot | NCERT Highlights | Garima Goel,947K,Streamed 2 years,"For Students who wish to get into Graduate and Post Graduate medical Courses such as MBBS, MD, MS and dental courses such ...",2024-01-29 19:48:12.726623
/shorts/nWhxmC4Ef7I,/@LKLogic,LKLogic,Can you speak about all these Environmental Issues in English on World Environment Day?,136K,7 months,Tell me guys if you can speak about environmental issues in English number one global warming greenhouse effect pollution ...,2024-01-29 19:48:20.550619
/watch?v=X0ZeKjUtDTo&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@KVeDUCATION,KV eDUCATION,'Environmental issues' In Just 16 Minutes🔥| Fastest Revision Series | Neet 2022,167K,1 year,"••About Password -should be minimum of 8 letters -one letter should be capital -one numerical number(1, 2 etc) should be there ...",2024-01-29 19:48:20.552765
/watch?v=sldUEYBk8qM&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@dwnews,DW News,How a student tackles Nigeria's environmental problems | Global Ideas,6.4K,2 years,Oluwaseyi Moejoh is committed to making Nigeria a cleaner place. Lagos is choking in garbage – a threat to the environment and ...,2024-01-29 19:48:20.554203
/watch?v=yQOvEh9io7I&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@OHeraldoGoa,Heraldgoa,Environmental Concerns Rise; Food Stall Owners Disregard Waste Disposal at Ongoing Lokostav Festival,85,13 hours,"The food stall occupants at the ongoing Lokostav festival have been observed dumping mixed waste directly on the riverside, ...",2024-01-29 19:48:20.555420
/watch?v=e0JcPw9S1-U&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@UnacademyStudiosPlacebo,Let's Crack NEET UG,Environmental Issues | Part 1 | Biology | NEET 2023 | Ritu Rattewal,87K,Streamed 1 year,"In this session, Educator Ritu Rattewal will be discussing Environmental Issues from Ecology and environment for NEET 2023.",2024-01-29 19:48:20.556667
/watch?v=qsZ4nO1k5H8&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@centreforpolicyresearch6403,Centre for Policy Research,Why some issues remain electorally non-salient: the case of Air Pollution,52,11 hours,Wanted to sort of challenge a little bit is this idea that there is this General uh notion right that uh addressing environmental issues ...,2024-01-29 19:48:20.557925
/watch?v=-tBK8IjqHyE&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@DrishtiIASEnglish,Drishti IAS : English,Impact of GM Crops on Environment | Environment Primer | Drishti IAS English,598,12 hours,"Dear Viewers, Welcome to the latest initiative of Drishti IAS English YouTube channel - “Environment Primer”. Environment as a ...",2024-01-29 19:48:20.559391
/watch?v=8shas6E7uhE&pp=ygUUZW52aXJvbm1lbnRhbCBpc3N1ZXM%3D,/@getreadyacademyformanageri5054,Get Ready Academy for Managerial Skills,The Green Marketing Revolution - Changing Perspectives #management #marketing #mba #business #usa,No,19 hours,"The Green Marketing Revolution Both consumers and companies are changing the way they view environmental issues, as the ...",2024-01-29 19:48:20.560638
